Time_Step,Original_Tank1_Reading,KalmanFilter_Tank1_Estimate,ParticleFilter_Tank1_Estimate,Original_Tank2_Reading,KalmanFilter_Tank2_Estimate,ParticleFilter_Tank2_Estimate,Original_Tank3_Reading,KalmanFilter_Tank3_Estimate,ParticleFilter_Tank3_Estimate,Original_Tank4_Reading,KalmanFilter_Tank4_Estimate,ParticleFilter_Tank4_Estimate
29,12.440983189214,12.441419072662919,5.942367921144706,12.7181720944022,12.717795273042453,5.889185198183131,1.67992633732957,1.6812597077187768,1.1566980392929511,1.40565420516748,1.4055805581461533,1.1277839059831387
30,12.4401449449694,12.440631618442318,6.192059206875723,12.7187773067978,12.718402203281357,5.962007125587536,1.67792003750606,1.6791956780161021,1.0641298914450377,1.40576695266177,1.405695756292121,0.9903067076640246
31,12.4392330911741,12.439767281056366,6.580552603064877,12.7193795759245,12.719006252794493,6.050563107895797,1.67600069382473,1.6772210691923155,0.9956546326183175,1.40587594867011,1.405807121306232,0.8508112353940682
32,12.4382525205004,12.438831107547962,6.84018285639305,12.7199788095308,12.719607325913518,6.148020641141585,1.67416458614103,1.675332058780583,1.0167806246510243,1.40598131815997,1.4059147808825754,0.8290758286643629
33,12.4372078927672,12.43782790564241,7.012103118430925,12.7205749205556,12.720205332289657,6.269215218216614,1.67240814938402,1.6735249833934818,1.0214708899235527,1.40608318192663,1.406018858451542,0.8303264742946126
34,12.4361036447688,12.436762253817047,7.132317097039863,12.7211678269306,12.720800186691749,6.4409543927342865,1.6707279674327,1.6717963324626428,1.015941363344014,1.40618165673305,1.4061194733228242,0.8169245747501627
35,12.4349439997328,12.4356385109928,7.278963922660323,12.7217574513901,12.72139180881156,6.585461615176497,1.66912076720572,1.6701427421947461,0.9718551705242203,1.40627685544506,1.4062167408235875,0.7266007539044179
36,12.4337329764179,12.434460825858773,7.433258745470998,12.7223437212868,12.721980123075573,6.703553485308722,1.6675834129595,1.6685609897389628,0.9629835770368514,1.40636888716198,1.4063107724319779,0.7554810410721305
37,12.4324743978627,12.433233145840996,7.555623075765404,12.7229265684149,12.722565058463772,6.858412387500081,1.66611290078954,1.6670479875607365,0.9006948613312384,1.40645785734277,1.4064016759060796,0.8107376996774426
38,12.4311718997962,12.431959225726136,7.702647013668575,12.7235059288386,12.723146548334423,6.999329695248009,1.66470635332988,1.665600778016847,0.8885671640098309,1.40654386792804,1.4064895554085801,0.8584687771631458
39,12.4298289387218,12.430642635951664,7.80114121049462,12.7240817427272,12.723724530255248,7.103584854967656,1.66336101464528,1.6642165281264616,0.8816294528632695,1.40662701745779,1.406574511627155,0.9158828416957863
40,12.428448799684,12.429286770572496,7.919151005150517,12.7246539541958,12.724298945840467,7.230224818175728,1.66207424531088,1.6628925245329174,0.8499377299001463,1.40670740118531,1.4066566418908448,0.9714314025396353
41,12.4270346037295,12.427894854915188,8.012041091034432,12.7252225111517,12.724869740593638,7.380522892050152,1.66084351767417,1.6616261686510299,0.8830726804356255,1.40678511118719,1.4067360402824969,1.004217129909833
42,12.4255893150721,12.426469952929743,8.129189493603228,12.7257873651458,12.725436863755785,7.522785663452052,1.65966641129376,1.6604149719945345,0.8878563739547667,1.40686023646957,1.4068127977473812,1.0408602090240788
43,12.4241157479719,12.425014974249313,8.240030297999452,12.7263484712299,12.726000268159186,7.6540826754846885,1.65854060854987,1.6592565516784614,0.9071669715848601,1.40693286307091,1.4068870021981923,1.0685764834056695
44,12.4226165733384,12.423532680967721,8.357077518224546,12.7269057878185,12.726559910086124,7.7603137942322915,1.65746389042125,1.6581486260911897,0.9083675901002553,1.40700307416123,1.4069587386164906,1.1384714723657412
45,12.4210943250681,12.422025694145086,8.514408367719668,12.7274592765557,12.727115749132665,7.863807552833046,1.65643413242328,1.657089010730925,0.9601809711865267,1.40707095013806,1.4070280891507498,1.1520679686682878
46,12.4195514061239,12.420496500050035,8.623428687872904,12.7280089021868,12.727667748077277,7.991529943484901,1.65544930070227,1.656075614201522,1.0027792235117952,1.40713656871907,1.4070951332110566,1.1903390412944594
47,12.4179900943679,12.41894745614888,8.774412281049585,12.7285546324345,12.72821587275413,8.130401429544577,1.65450744828078,1.6551064343625042,1.0103305821558308,1.40720000503171,1.4071599475606824,1.2387973019583332
48,12.416412548154799,12.417380796850184,8.91346645962808,12.7290964378792,12.72876009193073,8.231062830785422,1.65360671144911,1.6541795546283196,1.0065834058521812,1.40726133169978,1.4072226064045648,1.2862073957990365
49,12.4148208116957,12.415798639014017,9.036949997884923,12.7296342918439,12.72930037719003,8.346640113197209,1.65274530629794,1.6532931404118372,0.9959830320691717,1.40732061892703,1.4072831814747713,1.3252078648903929
50,12.4132168201997,12.414202987233976,9.162736037289356,12.7301681702829,12.729836702816627,8.428406263234152,1.65192152538748,1.6524454357073044,0.9781837629839063,1.40737793457805,1.4073417421131371,1.3468528019820747
51,12.4116024048032,12.41259573890121,9.306568778711805,12.7306980516747,12.730369045687087,8.527057793776223,1.65113373454837,1.6516347598080003,0.9604710006469118,1.40743334425642,1.4073983553511282,1.3190977742314531
52,12.4099792972926,12.41097868905751,9.478159355459853,12.7312239169183,12.730897385163981,8.673074107645636,1.65038036980963,1.6508595041538596,1.0027062813995724,1.40748691138018,1.407453085986991,1.266418510778528
53,12.4083491346303,12.409353535046225,9.638525507699182,12.7317457492339,12.731421702994025,8.8038121168381,1.64965993444943,1.6501181293046474,1.1267950424616493,1.40753869725482,1.4075059966603294,1.1893453020942588
54,12.4067134632906,12.407721880968511,9.812368416119758,12.7322635340665,12.7319419832096,8.98977538265401,1.64897099616406,1.649409162034143,1.1673644223884445,1.40758876114384,1.4075571479242004,1.1731759535205886
55,12.4050737434124,12.40608524195195,9.95252934642742,12.7327772589927,12.732458212033535,9.174429671257688,1.64831218435095,1.6487311925410295,1.2059425632388723,1.40763716033688,1.4076065983147583,1.2035035992917016
56,12.4034313527766,12.404445048239207,10.066568563971204,12.7332869136323,12.732970377788103,9.330779632468396,1.64768218750159,1.648082871772286,1.2130273791899828,1.40768395021559,1.4076544044185668,1.253199341411097
57,12.4017875906145,12.402802649103476,10.147760041264657,12.7337924895609,12.733478470806242,9.444544215899098,1.64707975070024,1.6474629088549302,1.2294429380181684,1.40772918431736,1.4077006209376963,1.2579600491043585
58,12.4001436812539,12.401159316597445,10.2154052111717,12.7342939802276,12.733982483346786,9.56853347635149,1.64650367322461,1.6468700686321724,1.261864919159551,1.40777291439679,1.4077453007525806,1.2790549386294858
59,12.3985007776097,12.399516249142602,10.306162680493912,12.7347913808744,12.734482409512268,9.691234784009863,1.64595280624459,1.6463031693000447,1.2700767930840557,1.40781519048521,1.4077884949828103,1.2943656590816852
60,12.3968599645243,12.397874574964698,10.40048168779561,12.7352846884589,12.734978245169746,9.837100344080582,1.64542605061538,1.6457610801407543,1.2970795619938944,1.40785606094817,1.4078302530458853,1.2753330039039532
61,12.3952222619645,12.396235355381773,10.468897829182346,12.7357739015802,12.735469987874774,9.976933554755066,1.64492235476142,1.6452427193490986,1.3138013671170559,1.40789557254096,1.4078706227139695,1.2740365096738633
62,12.3935886280808,12.394599587950818,10.533477666869913,12.7362590204066,12.735957636797671,10.105382919422,1.64444071264772,1.6447470519484415,1.318119032719105,1.40793377046235,1.4079096501687818,1.2469128530558957
63,12.3919599621338,12.392968209478319,10.608205924444336,12.7367400466065,12.736441192652658,10.259309136299168,1.64398016183503,1.644273087792717,1.2979705841993823,1.40797069840646,1.40794738005462,1.215242319695903
64,12.3903371072936,12.391342098900289,10.649368941234357,12.7372169832818,12.736920657629621,10.381518337709627,1.64353978161583,1.6438198796512404,1.282678986752645,1.408006398613,1.407983855529666,1.2061986450193058
65,12.3887208533177,12.389722080037389,10.726651698919891,12.7376898349036,12.737396035328315,10.501092037133546,1.64311869122784,1.643386521373061,1.2470154663948372,1.40804091191564,1.408019118315473,1.1987786297903118
66,12.3871119391116,12.388108924229824,10.775509414755456,12.7381586072499,12.737867330694721,10.603874455170143,1.642716048142,1.6429721461277182,1.2629464753721387,1.40807427778901,1.4080532087449205,1.205957987990023
67,12.3855110551774,12.386503352857105,10.826895461354372,12.7386233073465,12.738334549960221,10.71019492902787,1.64233104642212,1.6425759247194809,1.2693425353631267,1.40810653439391,1.4080861658084682,1.2164381230335193
68,12.3839188459548,12.384906039747323,10.900399936077852,12.7390839434086,12.738797700582266,10.820982690299068,1.64196291515318,1.6421970639720782,1.2845975498060194,1.40813771862112,1.4081180271989027,1.2556522546165831
69,12.3823359120592,12.383317613480635,10.98711138682843,12.7395405247862,12.739256791187964,10.932430585488339,1.64161091693569,1.6418348051811853,1.2919277778541143,1.40816786613375,1.4081488293546014,1.2821913528988198
70,12.3807628124212,12.38173865959141,11.045952154195565,12.7399930619101,12.739711831519166,11.063555665202701,1.64127434644334,1.641488422631905,1.2878125347413873,1.40819701140811,1.4081786075013174,1.2766719655458043
71,12.3792000663305,12.380169722672555,11.07785309846519,12.7404415662406,12.740162832379783,11.203809430594518,1.64095252904153,1.6411572221787,1.3483904247331873,1.4082251877733,1.408207395692608,1.2877720695658286
72,12.3776481553901,12.378611308387079,11.163781555330084,12.7408860502182,12.740609805585196,11.340102432541249,1.64064481946417,1.6408405398851929,1.3376470945688672,1.40825242744938,1.4082352268488663,1.2976818378714026
73,12.3761075253831,12.377063885390166,11.193274192447715,12.7413265272154,12.741052763913133,11.459265551366064,1.64035060054657,1.6405377407214983,1.3435308045823202,1.40827876158436,1.4082621327950926,1.3277180734560479
74,12.3745785880562,12.375527887165626,11.252021516599902,12.7417630114909,12.74149172105662,11.556332266564175,1.64006928201193,1.6402482173166593,1.3661836237038003,1.40830422028988,1.4082881442973725,1.3575886064723568
75,12.3730617228235,12.374003713780349,11.287508275041263,12.7421955181456,12.741926691578794,11.67215058166039,1.63980029930941,1.6399713887640062,1.3559097930781343,1.40832883267575,1.4083132910981568,1.3877998100751312
76,12.3715572783939,12.372491733560242,11.347718520147934,12.7426240630795,12.742357690869015,11.790906898812212,1.63954311250157,1.6397066994772458,1.3722320138886026,1.40835262688332,1.4083376019503617,1.4073593533683553
77,12.3700655743251,12.370992284690805,11.398718089807486,12.7430486629509,12.742784735100898,11.89112324958934,1.63929720519924,1.6394536180952397,1.3943420095641015,1.40837563011771,1.4083611046503128,1.4213430713422819
78,12.368586902508,12.369505676745899,11.461905629183152,12.7434693351368,12.743207841191785,11.94919190319434,1.6390620835417,1.6392116364333822,1.4098091354411357,1.40839786867899,1.4083838260695987,1.4176719249012255
79,12.3671215285838,12.368032192147506,11.523169644695837,12.743886097695,12.743627026763862,12.01279853490729,1.63883727522052,1.6389802684797636,1.431263230240304,1.40841936799237,1.4084057921858968,1.4211115751881134
80,12.3656696932965,12.366572087559202,11.56128463101295,12.7442989693274,12.744042310106616,12.086754353938659,1.63862232854505,1.6387590494341797,1.4198922934922629,1.40844015263726,1.408427028112708,1.4236844068260426
81,12.3642316137848,12.365125595216844,11.62108151617791,12.7447079693444,12.744453710140492,12.14949463431663,1.63841681154795,1.6385475347882519,1.4582070422600433,1.40846024637546,1.408447558128136,1.4339456175327787
82,12.3628074848144,12.363692924198459,11.660097435009208,12.7451131176317,12.744861246382495,12.204817254104084,1.63822031112904,1.638345299444936,1.4722351103722897,1.40847967217839,1.4084674057027093,1.4470335762232356
83,12.3613974799542,12.362274261636227,11.71524208760443,12.745514434617,12.74526493891247,12.230648672021644,1.63803243223584,1.6381519368757493,1.4988191598249139,1.4084984522534,1.4084865935262696,1.4368372517400663
84,12.3600017526991,12.360869773873345,11.74653757508825,12.745911941239,12.745664808341065,12.239452288738503,1.6378527970794,1.6379670583142176,1.5299317697248165,1.40851660806918,1.408505143533945,1.4306561346065518
85,12.3586204375407,12.359479607567641,11.811727271071504,12.746305658917,12.746060875778703,12.274715996326927,1.63768104438375,1.6377902919839327,1.5349761843636205,1.4085341603804,1.4085230769313006,1.4116434789308818
86,12.357253650989,12.358103890744559,11.87123301292692,12.7466956095221,12.746453162805928,12.322082201495371,1.63751682866767,1.637621282359806,1.5626609159386644,1.40855112925141,1.4085404142185916,1.402038453466287
87,12.3559014925466,12.35674273380146,11.939176728452656,12.7470818153489,12.746841691444597,12.348220196082087,1.63735981955741,1.6374596894611315,1.5804842852330647,1.40856753407926,1.408557175214255,1.4079417483776326
88,12.3545640456385,12.355396230465864,11.983188407067086,12.747464299089,12.747226484130493,12.377035802121771,1.63720970112902,1.6373051881750957,1.5901357319484346,1.40858339361592,1.4085733790776147,1.4248468371260208
89,12.3532413784979,12.354064458708939,12.009469249087354,12.7478430838049,12.74760756368673,12.422660551609265,1.63706617127911,1.637157467609491,1.5964440030357305,1.4085987259897,1.4085890443307931,1.4133611571130569
90,12.3519335450117,12.352747481616953,12.037024477117049,12.7482181929053,12.74798495329833,12.458330287204861,1.63692894112266,1.6370162304732998,1.5946732208212762,1.40861354872605,1.4086041888799357,1.407812950452283
91,12.3506405855253,12.351445348221548,12.079355822038378,12.7485896501214,12.748358676487875,12.480025617142221,1.636797734417,1.6368811924840987,1.6098545375402775,1.4086278787676,1.4086188300357019,1.4169774887215056
92,12.3493625276109,12.350158094291698,12.092195702598769,12.7489574794838,12.748728757091921,12.515568200875295,1.63667228701058,1.6367520818010284,1.6083032479326,1.40864173249355,1.408632984533078,1.4203279784751173
93,12.3480993867993,12.348885743088502,12.111006767468064,12.7493217053003,12.749095219238267,12.53097247316646,1.63655234631565,1.636628638482305,1.6005916186914257,1.40865512573846,1.408646668550556,1.406595380448446
94,12.3468511672767,12.34762830608412,12.14388361103206,12.7496823521351,12.749458087324422,12.533132734640416,1.6364376708038,1.6365106139662362,1.611700912598511,1.40866807381029,1.4086598977286096,1.3905371895374163
95,12.3456178625495,12.346385783647262,12.158339810182103,12.7500394447885,12.749817385996836,12.549477422168383,1.63632802952328,1.6363977705746724,1.5982250461307235,1.408680591508,1.4086726871876285,1.4009729845110659
96,12.3443994560768,12.345158165695926,12.187917373408236,12.7503930082768,12.750173140130537,12.565727526315445,1.63622320163732,1.6362898810380087,1.603314878179717,1.40869269313845,1.4086850515452134,1.4022990109642282
97,12.3431959218732,12.343945432319266,12.187943916349157,12.7507430678143,12.750525374810232,12.597871825298808,1.63612297598244,1.6361867280407731,1.6146985389685355,1.40870439253278,1.4086970049329055,1.3956987872168682
98,12.3420072250829,12.342747554369952,12.195750724627088,12.7510896487951,12.750874115311849,12.60966163460896,1.63602715064597,1.6360881037869486,1.616290023658166,1.40871570306222,1.4087085610123478,1.3800401501203927
99,12.3408333225259,12.34156449402798,12.207170391212125,12.7514327767754,12.751219387084529,12.61879628575065,1.63593553256187,1.6359938095841449,1.6154658286081316,1.40872663765342,1.408719732990933,1.3717210835107778
100,12.3396741632183,12.340396205337615,12.217865899542229,12.7517724774575,12.751561215733876,12.636320283239717,1.63584793712415,1.6359036554458455,1.6421513773793472,1.4087372088032,1.408730533636895,1.3596462446896564
101,12.3385296888676,12.339242634718584,12.232410028395325,12.7521087766739,12.751899627005722,12.634237596331683,1.63576418781706,1.6358174597109256,1.644233064903387,1.40874742859289,1.4087409752939384,1.3687993184770784
102,12.3373998343433,12.338103721452176,12.243958692322963,12.7524417003715,12.75223464677017,12.639897818901325,1.63568411586143,1.6357350486797466,1.6315798577938119,1.40875730870212,1.4087510698953467,1.353686511452222
103,12.3362845281257,12.336979398144308,12.225095418045886,12.7527712745979,12.752566301007015,12.641095377530403,1.63560755987632,1.635656256266044,1.63071042052857,1.40876686042221,1.4087608289776485,1.3508313090222968
104,12.3351836927319,12.335869591165658,12.234546081722874,12.7530975254863,12.752894615790868,12.626436378546506,1.63553436555547,1.6355809236639964,1.6153121279459746,1.40877609466903,1.408770263693784,1.3419234126182376
105,12.3340972451214,12.33477422107048,12.23092671517389,12.7534204792433,12.753219617277912,12.629564299013916,1.63546438535777,1.635508899029757,1.627213047039249,1.40878502199558,1.4087793848259103,1.3387751280347284
106,12.3330250970815,12.333693202994752,12.259441150307635,12.753740162135,12.753541331692261,12.637968315694023,1.63539747821128,1.6354400371768838,1.618800726894595,1.40879365260397,1.408788202797695,1.3405465496935087
107,12.3319671555937,12.33262644703471,12.269778740771963,12.7540566004754,12.753859785313583,12.650242013679218,1.6353335092301,1.6353741992850197,1.6219284673185568,1.40880199635713,1.4087967276862516,1.358988617599149
108,12.3309233231823,12.33157385860687,12.294114835695897,12.7543698206143,12.754175004464889,12.652979806453251,1.63527234944363,1.635311252621292,1.629314377350974,1.4088100627901,1.4088049692336733,1.3590714496585126
109,12.3298934982448,12.330535338789764,12.30939095407129,12.7546798489261,12.754487015500949,12.654225943023734,1.6352138755376,1.635251070273845,1.64674477680252,1.40881786112091,1.4088129368581646,1.3463811018251834
110,12.3288775753664,12.329510784648818,12.303051546074359,12.7549867117989,12.754795844797135,12.656525701342293,1.63515796960642,1.6351935308970011,1.6437348868649637,1.40882540026113,1.4088206396648126,1.349148949002271
111,12.3278754456188,12.328500089545138,12.31193184676178,12.7552904356244,12.755101518738908,12.668576220969902,1.63510451891629,1.6351385184675158,1.6401360712554605,1.4088326888261,1.408828086456024,1.3639655104211141
112,12.326886996843,12.327503143428212,12.308866711533462,12.755591046788,12.755404063711692,12.672606690835043,1.63505341567877,1.6350859220515335,1.637100751689413,1.4088397351447,1.40883528574155,1.3756516712006728
113,12.3259121139185,12.326519833114105,12.306610748619553,12.7558885716592,12.755703506091072,12.66164261308698,1.63500455683407,1.6350356355816391,1.6195651639572717,1.40884654726895,1.4088422457482483,1.386609243556869
114,12.3249506790187,12.325550042549558,12.319003016561751,12.7561830365827,12.75599987223354,12.656456879242977,1.63495784384396,1.6349875576437096,1.606073863444236,1.4088531329832,1.4088489744294919,1.3949187757120571
115,12.3240025718525,12.324593653062182,12.324269405355707,12.7564744678698,12.75629318846766,12.649602615670307,1.63491318249362,1.6349415912730358,1.6117486963638992,1.40885949981299,1.4088554794742383,1.3902752231104172
116,12.3230676698942,12.32365054359811,12.325654769668404,12.7567628917902,12.756583481085618,12.663102078487894,1.6348704827022,1.6348976437593679,1.623842251474748,1.40886565503372,1.4088617683158524,1.4061234255363133
117,12.3221458486008,12.32272059094707,12.31037324849772,12.7570483345641,12.75687077633511,12.674291673098848,1.63482965834168,1.6348556264604974,1.6198567009599998,1.40887160567891,1.4088678481405816,1.4021328251483514
118,12.3212369816184,12.321803669955925,12.32436209367593,12.757330822355,12.75715510041179,12.685292366958262,1.63479062706356,1.6348154546239417,1.6184133371444793,1.40887735854828,1.408873725895786,1.4036960883129002
119,12.3203409409772,12.320899653730743,12.321225305388591,12.757610381262,12.757436479451647,12.699361206688533,1.63475331013323,1.6347770472164684,1.6311093930272729,1.40888292021551,1.4088794082978788,1.4200997039005903
120,12.3194575972766,12.320008413828386,12.3177515998654,12.7578870373136,12.757714939524233,12.699059616173768,1.63471763227156,1.6347403267610754,1.6363120007037897,1.40888829703577,1.4088849018400127,1.4213855020702484
121,12.3185868198601,12.319129820437784,12.320356113047291,12.7581608164611,12.757990506626017,12.70681360583433,1.63468352150335,1.6347052191810614,1.6632404290212326,1.40889349515294,1.4088902127994778,1.4102930238643732
122,12.317728476981,12.31826374255158,12.3121966282832,12.7584317445721,12.758263206673822,12.698601054954235,1.63465090901249,1.6346716536509496,1.6723936038304523,1.40889852050671,1.408895347244916,1.399015061390951
123,12.3168824359587,12.317410048128295,12.285661823496877,12.758699847425,12.758533065498924,12.71414569537723,1.63461972900345,1.634639562453941,1.6556360670317072,1.40890337883929,1.408900311043223,1.407054021205946
124,12.3160485633271,12.31656860424599,12.287691939180858,12.7589651507037,12.75880010884151,12.703963720334288,1.63458991856877,1.6346088808455717,1.6595202891838354,1.40890807570204,1.408905109866283,1.3885513069309583
125,12.3152267249741,12.315739277247163,12.290510552498375,12.7592276799914,12.75906436234475,12.708794719783288,1.63456141756247,1.6345795469233972,1.664797709199027,1.40891261646178,1.40890974919744,1.3853762712881956
126,12.3144167862738,12.314921932875809,12.282763546437609,12.7594874607668,12.759325851550164,12.699595657594843,1.63453416847882,1.6345515015022918,1.66011195034248,1.40891700630693,1.408914234337765,1.3893966247798508
127,12.3136186122109,12.314116436406655,12.266578976157815,12.7597445183982,12.759584601892213,12.698541572564023,1.63450811633665,1.6345246879953175,1.6661832275900492,1.40892125025344,1.4089185704121143,1.3831808553494587
128,12.3128320674986,12.313322652767384,12.257491449336618,12.7599988781399,12.759840638694016,12.709307047188,1.6344832085685,1.6344990522997103,1.6656846553047724,1.40892535315056,1.4089227623750105,1.395784908471516
129,12.312057016689,12.312540446653555,12.274440229208631,12.7602505651273,12.760093987162673,12.709878909019281,1.6344593949148,1.6344745426879308,1.6640100708008319,1.40892931968631,1.4089268150162684,1.3939301541419602
130,12.3112933242776,12.311769682637085,12.281262801767696,12.7604996043735,12.760344672385386,12.718247903030512,1.63443662732256,1.6344511097034358,1.681749822363703,1.40893315439291,1.4089307329665004,1.376885796202189
131,12.3105408548018,12.311010225268557,12.272970196794747,12.7607460207649,12.760592719325256,12.703634034525503,1.63441485984863,1.6344287060610787,1.6849141594666501,1.40893686165192,1.408934520702396,1.3629362911654677
