Time_Step,Original_Tank1_Reading,KalmanFilter_Tank1_Estimate,Original_Tank2_Reading,KalmanFilter_Tank2_Estimate,Original_Tank3_Reading,KalmanFilter_Tank3_Estimate,Original_Tank4_Reading,KalmanFilter_Tank4_Estimate
34,12.4361036447688,12.436114383376111,12.7211678269306,12.721176281146048,1.6707279674327,1.6867385918708908,1.40618165673305,1.4161933758286758
35,12.4349439997328,12.434954736169999,12.7217574513901,12.721765906342242,1.66912076720572,1.685133092718808,1.40627685544506,1.4162866793596574
36,12.4337329764179,12.433743710613616,12.7223437212868,12.722352176971052,1.6675834129595,1.6835974183176654,1.40636888716198,1.4163767422936597
37,12.4324743978627,12.432485129751266,12.7229265684149,12.722935024826617,1.66611290078954,1.6821285651604219,1.40645785734277,1.4164636757328604
38,12.4311718997962,12.431182629317373,12.7235059288386,12.723514385973072,1.66470635332988,1.6807236562662493,1.40654386792804,1.4165475869827056
39,12.4298289387218,12.429839665820488,12.7240817427272,12.724090200579663,1.66336101464528,1.6793799360731392,1.40662701745779,1.416628579681714
40,12.428448799684,12.428459524310004,12.7246539541958,12.724662412761436,1.66207424531088,1.6780947655179779,1.40670740118531,1.416706753926973
41,12.4270346037295,12.427045325837256,12.7252225111517,12.725230970425642,1.66084351767417,1.676865617298922,1.40678511118719,1.4167822063952804
42,12.4255893150721,12.425600034620457,12.7257873651458,12.72579582512314,1.65966641129376,1.6756900713145677,1.40686023646957,1.4168550304600809
43,12.4241157479719,12.42412646492388,12.7263484712299,12.726356931905684,1.65854060854987,1.674565810274826,1.40693286307091,1.4169253163044981
44,12.4226165733384,12.422627287660989,12.7269057878185,12.726914249187741,1.65746389042125,1.6734906154782208,1.40700307416123,1.4169931510304206
45,12.4210943250681,12.421105036732035,12.7274592765557,12.727467738613376,1.65643413242328,1.6724623627503548,1.40707095013806,1.4170586187638965
46,12.4195514061239,12.419562115103474,12.7280089021868,12.728017364927856,1.65544930070227,1.6714790185385664,1.40713656871907,1.4171218007568274
47,12.4179900943679,12.41800080064078,12.7285546324345,12.728563095853856,1.65450744828078,1.6705386361575936,1.40720000503171,1.4171827754852968
48,12.416412548154799,12.416423251701834,12.7290964378792,12.72910490197175,1.65360671144911,1.669639352181401,1.40726133169978,1.4172416187444765
49,12.4148208116957,12.414831512500754,12.7296342918439,12.729642756604516,1.65274530629794,1.668779382976141,1.40732061892703,1.4172984037402114
50,12.4132168201997,12.413227518249489,12.7301681702829,12.730176635706439,1.65192152538748,1.6679570213696202,1.40737793457805,1.417353201177571
51,12.4116024048032,12.41161310008713,12.7306980516747,12.730706517756001,1.65113373454837,1.667170633452501,1.40743334425642,1.417406079346334
52,12.4099792972926,12.409989989802627,12.7312239169183,12.731232383652186,1.65038036980963,1.6664186555065437,1.40748691138018,1.4174571042034911
53,12.4083491346303,12.408359824360776,12.7317457492339,12.731754216615187,1.64965993444943,1.665699591055662,1.40753869725482,1.417506339452972
54,12.4067134632906,12.406724150238146,12.7322635340665,12.73227200208999,1.64897099616406,1.6650120080351598,1.40758876114384,1.4175538466226558
55,12.4050737434124,12.405084427575769,12.7327772589927,12.732785727653194,1.64831218435095,1.6643545360750205,1.40763716033688,1.4175996851386794
56,12.4034313527766,12.403442034156559,12.7332869136323,12.733295382924593,1.64768218750159,1.663725863893074,1.40768395021559,1.4176439123972258
57,12.4017875906145,12.401798269213705,12.7337924895609,12.733800959479783,1.64707975070024,1.6631247367939535,1.40772918431736,1.4176865838339172
58,12.4001436812539,12.400154357076792,12.7342939802276,12.734302450767867,1.64650367322461,1.6625499542700082,1.40777291439679,1.417727752990707
59,12.3985007776097,12.398511450662392,12.7347913808744,12.734799852030843,1.64595280624459,1.662000367700257,1.40781519048521,1.4177674715805912
60,12.3968599645243,12.396870634814475,12.7352846884589,12.735293160226318,1.64542605061538,1.661474878143738,1.40785606094817,1.4178057895500618
61,12.3952222619645,12.395232929501317,12.7357739015802,12.735782373953393,1.64492235476142,1.6609724342236438,1.40789557254096,1.4178427551393813
62,12.3935886280808,12.393599292874796,12.7362590204066,12.736267493380378,1.64444071264772,1.6604920300988497,1.40793377046235,1.4178784149408676
63,12.3919599621338,12.391970624196812,12.7367400466065,12.73674852017568,1.64398016183503,1.660032703519277,1.40797069840646,1.4179128139551127
64,12.3903371072936,12.390347766638667,12.7372169832818,12.73722545744121,1.64353978161583,1.659593533962066,1.408006398613,1.417945995645384
65,12.3887208533177,12.388731509958992,12.7376898349036,12.737698309648081,1.64311869122784,1.6591736408452613,1.40804091191564,1.4179780019899675
66,12.3871119391116,12.387122593064342,12.7381586072499,12.738167082574302,1.642716048142,1.6587721818159602,1.40807427778901,1.4180088735329766
67,12.3855110551774,12.385521706457796,12.7386233073465,12.738631783245689,1.64233104642212,1.658388351110124,1.40810653439391,1.4180386494331942
68,12.3839188459548,12.383929494579968,12.7390839434086,12.739092419877457,1.64196291515318,1.658021377981034,1.40813771862112,1.418067367511362
69,12.3823359120592,12.3823465580471,12.7395405247862,12.739549001819622,1.64161091693569,1.6576705251937969,1.40816786613375,1.4180950642958514
70,12.3807628124212,12.380773455790582,12.7399930619101,12.740001539503002,1.64127434644334,1.6573350875831376,1.40819701140811,1.4181217750667088
71,12.3792000663305,12.379210707100835,12.7404415662406,12.740450044387917,1.64095252904153,1.6570143906720671,1.4082251877733,1.418147533898282
72,12.3776481553901,12.37765879358153,12.7408860502182,12.740894528914884,1.64064481946417,1.6567077893488071,1.40825242744938,1.4181723737002878
73,12.3761075253831,12.376118161016382,12.7413265272154,12.741335006456424,1.64035060054657,1.6564146665998083,1.40827876158436,1.4181963262575734
74,12.3745785880562,12.374589221152657,12.7417630114909,12.741771491271262,1.64006928201193,1.6561344322963574,1.40830422028988,1.4182194222684419
75,12.3730617228235,12.37307235340497,12.7421955181456,12.742203998460319,1.63980029930941,1.6558665220327589,1.40832883267575,1.4182416913817202
76,12.3715572783939,12.37156790648269,12.7426240630795,12.742632543923616,1.63954311250157,1.6556103960138855,1.40835262688332,1.4182631622325412
77,12.3700655743251,12.370076199943952,12.7430486629509,12.743057144319478,1.63929720519924,1.6553655379901504,1.40837563011771,1.4182838624768817
78,12.368586902508,12.36859752568004,12.7434693351368,12.743477817024932,1.6390620835417,1.6551314542377866,1.40839786867899,1.4183038188249395
79,12.3671215285838,12.367132149332498,12.743886097695,12.7438945800978,1.63883727522052,1.6549076725827805,1.40841936799237,1.4183230570734275
80,12.3656696932965,12.365680311645644,12.7442989693274,12.74430745224001,1.63862232854505,1.654693741466452,1.40844015263726,1.4183416021366375
81,12.3642316137848,12.364242229758448,12.7447079693444,12.744716452761992,1.63841681154795,1.654489229051071,1.40846024637546,1.4183594780765438
82,12.3628074848144,12.362818098436858,12.7451131176317,12.745121601549465,1.63822031112904,1.65429372236379,1.40847967217839,1.4183767081318615
83,12.3613974799542,12.361408091249983,12.745514434617,12.745522919030167,1.63803243223584,1.6541068264772607,1.4084984522534,1.4183933147460979
84,12.3600017526991,12.360012361692906,12.745911941239,12.745920426142817,1.6378527970794,1.653928163725541,1.40851660806918,1.4184093195946263
85,12.3586204375407,12.358631044257384,12.746305658917,12.746314144306753,1.63768104438375,1.6537573729536144,1.4085341603804,1.4184247436109128
86,12.357253650989,12.35726425545354,12.7466956095221,12.746704095393095,1.63751682866767,1.6535941087992299,1.40855112925141,1.4184396070117269
87,12.3559014925466,12.355912094784081,12.7470818153489,12.74709030169648,1.63735981955741,1.6534380410056848,1.40856753407926,1.4184539293216076
88,12.3545640456385,12.354574645674084,12.747464299089,12.747472785908537,1.63720970112902,1.6532888537642196,1.40858339361592,1.4184677293964574
89,12.3532413784979,12.353251976356807,12.7478430838049,12.747851571091793,1.63706617127911,1.6531462450848342,1.4085987259897,1.418481025446275
90,12.3519335450117,12.351944140719187,12.7482181929053,12.748226680654982,1.63692894112266,1.6530099261941573,1.40861354872605,1.4184938350572058
91,12.3506405855253,12.350651179106638,12.7485896501214,12.748598138329333,1.636797734417,1.6528796209594778,1.4086278787676,1.4185061752127728
92,12.3493625276109,12.34937311909136,12.7489574794838,12.74896596814548,1.63667228701058,1.6527550653375676,1.40864173249355,1.4185180623144047
93,12.3480993867993,12.348109976204132,12.7493217053003,12.749330194411254,1.63655234631565,1.6526360068474097,1.40865512573846,1.4185295122013062
94,12.3468511672767,12.346861754631117,12.7496823521351,12.749690841690885,1.6364376708038,1.6525222040657872,1.40866807381029,1.418540540169531
95,12.3456178625495,12.345628447878664,12.7500394447885,12.750047934784707,1.63632802952328,1.6524134261446446,1.408680591508,1.4185511609905632
96,12.3443994560768,12.344410039405808,12.7503930082768,12.750401498709053,1.63622320163732,1.6523094523494528,1.40869269313845,1.4185613889291526
97,12.3431959218732,12.343206503227064,12.7507430678143,12.750751558678251,1.63612297598244,1.6522100716175605,1.40870439253278,1.4185712377605866
98,12.3420072250829,12.342017804486545,12.7510896487951,12.751098140086441,1.63602715064597,1.6521150821357498,1.40871570306222,1.4185807207873478
99,12.3408333225259,12.340843900004142,12.7514327767754,12.75144126848985,1.63593553256187,1.6520242909360965,1.40872663765342,1.4185898508552508
100,12.3396741632183,12.339684738795842,12.7517724774575,12.751780969590815,1.63584793712415,1.651937513509424,1.4087372088032,1.4185986403689623
101,12.3385296888676,12.338540262569019,12.7521087766739,12.752117269221865,1.63576418781706,1.6518545734355268,1.40874742859289,1.41860710130707
102,12.3373998343433,12.337410406193031,12.7524417003715,12.752450193329937,1.63568411586143,1.6517753020295445,1.40875730870212,1.4186152452365703
103,12.3362845281257,12.33629509814804,12.7527712745979,12.752779767962659,1.63560755987632,1.6516995380036403,1.40876686042221,1.4186230833269196
104,12.3351836927319,12.335194260950987,12.7530975254863,12.753106019253272,1.63553436555547,1.6516271271434826,1.40877609466903,1.418630626363521
105,12.3340972451214,12.334107811561214,12.7534204792433,12.753428973408402,1.63546438535777,1.6515579219987417,1.40878502199558,1.418637884760907
106,12.3330250970815,12.33303566176585,12.753740162135,12.753748656694187,1.63539747821128,1.6514917815871368,1.40879365260397,1.4186448685752835
107,12.3319671555937,12.331977718546222,12.7540566004754,12.754065095424659,1.6353335092301,1.6514285711113337,1.40880199635713,1.4186515875167838
108,12.3309233231823,12.330933884426447,12.7543698206143,12.754378315949651,1.63527234944363,1.651368161688226,1.4088100627901,1.4186580509612696
109,12.3298934982448,12.329904057803834,12.7546798489261,12.754688344643597,1.6352138755376,1.6513104300899915,1.40881786112091,1.4186642679617
110,12.3288775753664,12.328888133263396,12.7549867117989,12.754995207894629,1.63515796960642,1.6512552584964637,1.40882540026113,1.4186702472591444
111,12.3278754456188,12.327886001876632,12.7552904356244,12.75529893209448,1.63510451891629,1.6512025342582632,1.4088326888261,1.4186759972934504
112,12.326886996843,12.326897551484342,12.755591046788,12.755599543628586,1.63505341567877,1.651152149670389,1.4088397351447,1.4186815262134336
113,12.3259121139185,12.32592266696582,12.7558885716592,12.75589706886648,1.63500455683407,1.6511040017555274,1.40884654726895,1.418686841886872
114,12.3249506790187,12.324961230494255,12.7561830365827,12.75619153415289,1.63495784384396,1.6510579920569812,1.4088531329832,1.418691951910072
115,12.3240025718525,12.324013121778336,12.7564744678698,12.756482965799156,1.63491318249362,1.651014026440539,1.40885949981299,1.418696863617083
116,12.3230676698942,12.323078218292148,12.7567628917902,12.756771390075006,1.6348704827022,1.6509720149050506,1.40886565503372,1.4187015840887063
117,12.3221458486008,12.32215639549247,12.7570483345641,12.757056833200677,1.63482965834168,1.650931871401306,1.40887160567891,1.4187061201610753
118,12.3212369816184,12.321247527025188,12.757330822355,12.757339321339698,1.63479062706356,1.6508935136587395,1.40887735854828,1.418710478434036
119,12.3203409409772,12.320351484920272,12.757610381262,12.757618880591203,1.63475331013323,1.650856863019816,1.40888292021551,1.4187146652791967
120,12.3194575972766,12.319468139776902,12.7578870373136,12.757895536983725,1.63471763227156,1.6508218442816363,1.40888829703577,1.418718686847726
121,12.3185868198601,12.318597360938353,12.7581608164611,12.758169316468596,1.63468352150335,1.6507883855444003,1.40889349515294,1.4187225490778324
122,12.317728476981,12.317739016657697,12.7584317445721,12.75844024491345,1.63465090901249,1.6507564180665815,1.40889852050671,1.4187262577021056
123,12.3168824359587,12.316892974254106,12.758699847425,12.758708348096715,1.63461972900345,1.6507258761264298,1.40890337883929,1.4187298182544565
124,12.3160485633271,12.316059100261254,12.7589651507037,12.758973651702329,1.63458991856877,1.650696696889474,1.40890807570204,1.4187332360769633
125,12.3152267249741,12.315237260566807,12.7592276799914,12.759236181313518,1.63456141756247,1.650668820281946,1.40891261646178,1.4187365163263872
126,12.3144167862738,12.314427320544642,12.7594874607668,12.75949596240902,1.63453416847882,1.6506421888695582,1.40891700630693,1.4187396639805034
127,12.3136186122109,12.313629145179226,12.7597445183982,12.75975302035716,1.63450811633665,1.6506167477418308,1.40892125025344,1.418742683844217
128,12.3128320674986,12.31284259918353,12.7599988781399,12.760007380412272,1.6344832085685,1.650592444401247,1.40892535315056,1.4187455805554998
129,12.312057016689,12.312067547109423,12.7602505651273,12.760259067709791,1.6344593949148,1.650569228657449,1.40892931968631,1.4187483585910263
130,12.3112933242776,12.311303853452177,12.7604996043735,12.760508107262842,1.63443662732256,1.6505470525259327,1.40893315439291,1.4187510222717536
131,12.3105408548018,12.310551382748967,12.7607460207649,12.76075452395786,1.63441485984863,1.6505258701313232,1.40893686165192,1.4187535757682053
132,12.3097994729328,12.30980999967076,12.7609898390577,12.760998342551076,1.63439404856703,1.65050563761471,1.40894044569926,1.4187560231056253
133,12.3090690435632,12.309079569109931,12.761231083875,12.761239587665619,1.63437415148052,1.6504863130452283,1.40894391063006,1.4187583681689557
134,12.3083494318877,12.308359956260952,12.7614697797031,12.761478283787818,1.63435512843589,1.6504678563353596,1.40894726040333,1.4187606147076233
135,12.3076405034805,12.307651026697798,12.7617059508888,12.761714455264507,1.6343369410431,1.6504502291600764,1.40895049884647,1.418762766340163
136,12.3069421243668,12.306952646445447,12.7619396216362,12.761948126299814,1.63431955259785,1.650433394879424,1.40895362965969,1.4187648265587403
137,12.3062541610896,12.306264682046672,12.7621708160045,12.762179320952967,1.6343029280076,1.650417318464548,1.40895665642018,1.4187667987334187
138,12.3055764807735,12.305587000625852,12.7623995579055,12.762408063135798,1.63428703372087,1.6504019664270018,1.40895958258627,1.4187686861164117
139,12.3049089511827,12.304919469946968,12.762625871101,12.762634376610135,1.63427183765954,1.6503873067510548,1.4089624115013,1.4187704918460364
140,12.304251440776,12.304261958468597,12.7628497792007,12.762858284985711,1.63425730915421,1.6503733088290597,1.40896514639751,1.4187722189506846
141,12.3036038187586,12.303614335395723,12.7630713056605,12.763079811718452,1.63424341888235,1.6503599433996103,1.4089677903997,1.4187738703525536
142,12.3029659551286,12.302976470726232,12.7632904737803,12.763298980108285,1.63423013880918,1.6503471824884286,1.40897034652881,1.4187754488712967
143,12.3023377207224,12.302348235296305,12.7635073067025,12.763515813297643,1.63421744213115,1.6503349993518521,1.40897281770536,1.4187769572275266
144,12.3017189872548,12.30172950082053,12.7637218274105,12.763730334269951,1.63420530322185,1.6503233684227498,1.40897520675282,1.4187783980462427
145,12.3011096273576,12.301120139930495,12.7639340587269,12.763942565847838,1.63419369758037,1.6503122652588897,1.4089775164008,1.4187797738600767
146,12.3005095146144,12.300520026209592,12.7641440233123,12.764152530691934,1.63418260178186,1.6503016664935053,1.40897974928818,1.4187810871124718
147,12.299918523593,12.299929034225409,12.7643517436645,12.764360251300065,1.6341719934303,1.6502915497880717,1.40898190796615,1.4187823401607698
148,12.2993365298756,12.299347039559944,12.7645572421166,12.764565750005358,1.63416185111331,1.6502818937871222,1.40898399490109,1.418783535279131
149,12.2987634100853,12.298773918836092,12.764760540837,12.764769048976243,1.634152154359,1.6502726780751042,1.40898601247741,1.4187846746614154
150,12.2981990419118,12.29820954974335,12.7649616618275,12.764970170214545,1.6341428835946,1.6502638831350154,1.40898796300028,1.4187857604239462
151,12.297643304134,12.297653811060414,12.7651606269233,12.76516913555549,1.63413402010707,1.65025549030902,1.40898984869823,1.4187867946081414
152,12.2970960766401,12.29710658267529,12.7653574577918,12.765365966666508,1.63412554600528,1.6502474817606338,1.40899167172575,1.418787779183144
153,12.2965572404471,12.29656774560478,12.7655521759325,12.765560685047124,1.63411744418393,1.6502398404386496,1.4089934341657,1.418788716048255
154,12.2960266777167,12.296037182010389,12.7657448026758,12.765753312027762,1.63410969828907,1.6502325500426647,1.40899513803171,1.4187896070353603
155,12.2955042717711,12.295514775214123,12.7659353591833,12.765943868770053,1.63410229268509,1.6502255949900746,1.40899678527052,1.4187904539112874
156,12.2949899071054,12.295000409710894,12.7661238664469,12.76613237626592,1.63409521242315,1.6502189603845085,1.40899837776412,1.418791258379965
157,12.2944834693999,12.294493971180813,12.7663103452891,12.766318855337888,1.63408844321107,1.6502126319857253,1.40899991733197,1.4187920220846588
158,12.2939848455301,12.293995346499193,12.766494816362,12.766503326638084,1.63408197138443,1.6502065961807195,1.40900140573308,1.4187927466100643
159,12.2934939235752,12.29350442374505,12.7666773001481,12.766685810649033,1.63407578387907,1.6502008399562242,1.40900284466796,1.4187934334842673
160,12.2930105928255,12.2930210922085,12.7668578169595,12.76686632768286,1.63406986820465,1.6501953508722778,1.40900423578062,1.4187940841807543
161,12.2925347437888,12.292545242397164,12.7670363869382,12.767044897881588,1.63406421241953,1.650190117037109,1.40900558066043,1.4187947001202799
162,12.2920662681948,12.292076766040566,12.7672130300565,12.767221541217545,1.6340588051066,1.6501851270829704,1.40900688084395,1.4187952826727002
163,12.2916050589989,12.291615556093927,12.7673877661164,12.767396277492754,1.63405363535028,1.650180370143145,1.40900813781663,1.41879583315868
164,12.2911510103852,12.29116150674117,12.7675606147504,12.767569126339739,1.63404869271449,1.6501758358299206,1.40900935301459,1.4187963528514722
165,12.2907040177676,12.290714513396031,12.7677315954216,12.767740107221622,1.63404396722159,1.650171514213534,1.40901052782621,1.4187968429785105
166,12.2902639777908,12.290274472703034,12.7679007274239,12.767909239432331,1.63403944933223,1.650167395802025,1.40901166359371,1.4187973047229876
167,12.2898307883301,12.289841282537314,12.7680680298822,12.768076542096786,1.63403512992611,1.6501634715220026,1.40901276161472,1.4187977392254243
168,12.2894043484898,12.289414842003003,12.7682335217533,12.768242034171813,1.63403100028358,1.6501597327002495,1.40901382314372,1.4187981475851057
169,12.2889845586021,12.288995051432142,12.7683972218257,12.768405734445931,1.63402705206803,1.6501561710461152,1.40901484939353,1.4187985308615672
170,12.2885713202237,12.288581812381262,12.7685591487207,12.76856766154047,1.63402327730906,1.650152778634691,1.40901584153664,1.4187988900759194
171,12.288164536133,12.288175027628611,12.7687193208923,12.768727833909447,1.63401966838643,1.6501495478907657,1.40901680070656,1.4187992262121911
172,12.2877641103257,12.287774601169728,12.7688777566282,12.768886269840584,1.63401621801462,1.650146471573388,1.40901772799916,1.4187995402186628
173,12.2873699480107,12.287380438213356,12.7690344740503,12.769042987455808,1.63401291922819,1.6501435427612317,1.40901862447385,1.418799833009037
174,12.2869819556042,12.286992445175546,12.7691894911152,12.769198004711738,1.63400976536767,1.6501407548384908,1.40901949115487,1.418800105463721
175,12.2866000407246,12.286610529674544,12.7693428256151,12.769351339400593,1.63400675006617,1.6501381014814924,1.40902032903239,1.4188003584309163
176,12.2862241121861,12.286234600524399,12.7694944951782,12.769503009150602,1.63400386723647,1.650135576645792,1.40902113906369,1.4188005927277874
177,12.2858540799916,12.285864567727865,12.7696445172697,12.769653031426982,1.63400111105877,1.6501331745539252,1.40902192217421,1.4188008091415012
178,12.2854898553262,12.285500342469897,12.7697929091922,12.769801423532355,1.63399847596896,1.650130889683686,1.40902267925866,1.4188010084303253
179,12.2851313505491,12.285141837109553,12.7699396880869,12.769948202607942,1.63399595664734,1.6501287167568472,1.409023411182,1.4188011913245946
180,12.2847784791858,12.284788965172188,12.7700848709341,12.770093385634064,1.63399354800792,1.6501266507284658,1.40902411878045,1.41880135852771
181,12.2844311559203,12.284441641341665,12.7702284745543,12.77023698943124,1.63399124518814,1.650124686776608,1.40902480286243,1.4188015107170626
182,12.2840892965858,12.284099781451044,12.7703705156087,12.770379030660695,1.63398904353906,1.6501228202925409,1.4090254642095,1.4188016485449624
183,12.2837528181561,12.283763302473993,12.7705110106003,12.770519525825446,1.63398693861597,1.6501210468713476,1.40902610357725,1.4188017726395117
184,12.2834216387367,12.283432122515872,12.7706499758747,12.770658491271112,1.63398492616944,1.6501193623029817,1.40902672169613,1.418801883605421
185,12.2830956775548,12.283106160803754,12.7707874276211,12.770795943186915,1.6339830021367,1.650117762563651,1.40902731927234,1.4188019820248847
186,12.2827748549503,12.28278533767741,12.7709233818733,12.770931897606676,1.63398116263347,1.6501162438076493,1.40902789698861,1.4188020684583451
187,12.2824590923652,12.282469574578704,12.7710578545103,12.771066370409411,1.63397940394613,1.6501148023595338,1.40902845550496,1.4188021434452363
188,12.2821483123345,12.282158794042518,12.7711908612577,12.771199377320743,1.63397772252419,1.6501134347065947,1.40902899545951,1.4188022075047784
189,12.2818424384749,12.28185291968542,12.7713224176882,12.771330933913386,1.63397611497315,1.650112137491722,1.40902951746912,1.4188022611366014
190,12.2815413954753,12.281551876196191,12.771452539223,12.771461055608567,1.63397457804762,1.650110907506529,1.4090300221302,1.418802304821539
191,12.2812451090858,12.28125558932481,12.7715812411327,12.771589757676898,1.6339731086448,1.650109741684834,1.40903051001931,1.418802339022212
192,12.2809535061073,12.280963985872056,12.7717085385382,12.771717055239298,1.63397170379821,1.6501086370963955,1.40903098169385,1.418802364183701
193,12.2806665143804,12.280676993678409,12.7718344464116,12.771842963267888,1.63397036067169,1.650107590940916,1.40903143769271,1.4188023807341794
194,12.2803840627752,12.280394541613857,12.7719589795777,12.771967496587488,1.63396907655367,1.650106600542314,1.40903187853684,1.4188023890854669
195,12.2801060811796,12.280116559566183,12.7720821527146,12.772090669876212,1.6339678488517,1.650105663343259,1.40903230472992,1.4188023896336814
196,12.2798325004889,12.279842978430576,12.7722039803548,12.772212497666578,1.63396667508726,1.6501047768999844,1.40903271675885,1.4188023827597138
197,12.2795632525946,12.279573730098424,12.7723244768864,12.772332994346707,1.63396555289067,1.650103938877202,1.40903311509437,1.4188023688298281
198,12.2792982703732,12.279308747446114,12.7724436565543,12.772452174161515,1.63396447999639,1.650103147043403,1.40903350019158,1.4188023481961658
199,12.2790374876749,12.279047964323743,12.7725615334607,12.772570051213217,1.63396345423839,1.6501023992662351,1.40903387249043,1.4188023211972178
200,12.2787808393131,12.278791315544602,12.772678121567,12.772686639463235,1.63396247354583,1.650101693508182,1.40903423241626,1.4188022881583464
201,12.2785282610525,12.278538736873289,12.7727934346941,12.772801952732479,1.63396153593881,1.6501010278223192,1.4090345803803,1.4188022493922694
202,12.2782796895982,12.278290165014795,12.7729074865239,12.772916004702873,1.63396063952443,1.6501004003483768,1.40903491678007,1.418802205199442
203,12.2780350625849,12.278045537603724,12.7730202906003,12.77302880891833,1.63395978249297,1.6500998093089236,1.40903524199991,1.418802155868568
