Time_Step,Original_Tank1_Reading,ParticleFilter_Tank1_Estimate,Original_Tank2_Reading,ParticleFilter_Tank2_Estimate,Original_Tank3_Reading,ParticleFilter_Tank3_Estimate,Original_Tank4_Reading,ParticleFilter_Tank4_Estimate
40,12.428448799684,12.435520255329802,12.7246539541958,12.783820328553123,1.66207424531088,1.7522358728776264,1.40670740118531,1.3612281225822547
41,12.4270346037295,12.435746285896595,12.7252225111517,12.78352957405873,1.66084351767417,1.7517072930021333,1.40678511118719,1.361384894702233
42,12.4255893150721,12.435969713561102,12.7257873651458,12.783239670529895,1.65966641129376,1.7511809560332252,1.40686023646957,1.361541136695704
43,12.4241157479719,12.436190551653128,12.7263484712299,12.782950615208241,1.65854060854987,1.7506568527899207,1.40693286307091,1.361696850385664
44,12.4226165733384,12.43640881344631,12.7269057878185,12.782662405344883,1.65746389042125,1.7501349741260714,1.40700307416123,1.3618520375886327
45,12.4210943250681,12.43662451215829,12.7274592765557,12.78237503820038,1.65643413242328,1.7496153109302492,1.40707095013806,1.3620067001146747
46,12.4195514061239,12.436837660950959,12.7280089021868,12.782088511044716,1.65544930070227,1.749097854125641,1.40713656871907,1.3621608397674292
47,12.4179900943679,12.437048272930635,12.7285546324345,12.781802821157271,1.65450744828078,1.7485825946699347,1.40720000503171,1.362314458344128
48,12.416412548154799,12.437256361148261,12.7290964378792,12.781517965826755,1.65360671144911,1.7480695235552126,1.40726133169978,1.3624675576356249
49,12.4148208116957,12.437461938599604,12.7296342918439,12.781233942351218,1.65274530629794,1.7475586318078395,1.40732061892703,1.3626201394264161
50,12.4132168201997,12.437665018225463,12.7301681702829,12.780950748037974,1.65192152538748,1.747049910488356,1.40737793457805,1.3627722054946663
51,12.4116024048032,12.437865612911875,12.7306980516747,12.780668380203604,1.65113373454837,1.746543350691368,1.40743334425642,1.362923757612233
52,12.4099792972926,12.438063735490278,12.7312239169183,12.78038683617389,1.65038036980963,1.7460389435454369,1.40748691138018,1.3630747975446869
53,12.4083491346303,12.43825939873775,12.7317457492339,12.780106113283805,1.64965993444943,1.7455366802129733,1.40753869725482,1.3632253270513393
54,12.4067134632906,12.43845261537719,12.7322635340665,12.779826208877473,1.64897099616406,1.7450365518901276,1.40758876114384,1.3633753478852642
55,12.4050737434124,12.438643398077495,12.7327772589927,12.779547120308115,1.64831218435095,1.7445385498066792,1.40763716033688,1.3635248617933207
56,12.4034313527766,12.43883175945378,12.7332869136323,12.779268844938056,1.64768218750159,1.7440426652259335,1.40768395021559,1.3636738705161782
57,12.4017875906145,12.439017712067574,12.7337924895609,12.778991380138658,1.64707975070024,1.7435488894446083,1.40772918431736,1.363822375788338
58,12.4001436812539,12.439201268427006,12.7342939802276,12.77871472329031,1.64650367322461,1.7430572137927305,1.40777291439679,1.36397037933816
59,12.3985007776097,12.439382440986982,12.7347913808744,12.778438871782367,1.64595280624459,1.742567629633525,1.40781519048521,1.3641178828878782
60,12.3968599645243,12.439561242149429,12.7352846884589,12.778163823013148,1.64542605061538,1.7420801283633107,1.40785606094817,1.3642648881536326
61,12.3952222619645,12.43973768426343,12.7357739015802,12.777889574389889,1.64492235476142,1.7415947014113913,1.40789557254096,1.364411396845487
62,12.3935886280808,12.439911779625458,12.7362590204066,12.777616123328702,1.64444071264772,1.741111340239947,1.40793377046235,1.3645574106674516
63,12.3919599621338,12.44008354047954,12.7367400466065,12.777343467254562,1.64398016183503,1.7406300363439313,1.40797069840646,1.3647029313175087
64,12.3903371072936,12.440252979017483,12.7372169832818,12.777071603601266,1.64353978161583,1.7401507812509613,1.408006398613,1.364847960487632
65,12.3887208533177,12.440420107379015,12.7376898349036,12.776800529811384,1.64311869122784,1.7396735665212115,1.40804091191564,1.3649924998638105
66,12.3871119391116,12.440584937652048,12.7381586072499,12.776530243336271,1.642716048142,1.739198383747311,1.40807427778901,1.3651365511260733
67,12.3855110551774,12.440747481872785,12.7386233073465,12.776260741635985,1.64233104642212,1.7387252245542324,1.40810653439391,1.3652801159485066
68,12.3839188459548,12.440907752025964,12.7390839434086,12.775992022179281,1.64196291515318,1.7382540805991882,1.40813771862112,1.36542319599928
69,12.3823359120592,12.441065760045046,12.7395405247862,12.775724082443585,1.64161091693569,1.7377849435715271,1.40816786613375,1.3655657929406688
70,12.3807628124212,12.441221517812371,12.7399930619101,12.775456919914944,1.64127434644334,1.737317805192625,1.40819701140811,1.365707908429073
71,12.3792000663305,12.441375037159384,12.7404415662406,12.775190532088017,1.64095252904153,1.7368526572157832,1.4082251877733,1.365849544115043
72,12.3776481553901,12.44152632986679,12.7408860502182,12.774924916466013,1.64064481946417,1.7363894914261198,1.40825242744938,1.365990701643297
73,12.3761075253831,12.44167540766476,12.7413265272154,12.774660070560696,1.64035060054657,1.7359282996404675,1.40827876158436,1.3661313826527473
74,12.3745785880562,12.441822282233122,12.7417630114909,12.77439599189233,1.64006928201193,1.7354690737072687,1.40830422028988,1.3662715887765189
75,12.3730617228235,12.441966965201532,12.7421955181456,12.774132677989652,1.63980029930941,1.7350118055064692,1.40832883267575,1.3664113216419735
76,12.3715572783939,12.442109468149656,12.7426240630795,12.773870126389843,1.63954311250157,1.7345564869494154,1.40835262688332,1.366550582870728
77,12.3700655743251,12.442249802607385,12.7430486629509,12.773608334638501,1.63929720519924,1.7341031099787503,1.40837563011771,1.3666893740786785
78,12.368586902508,12.442387980054983,12.7434693351368,12.773347300289615,1.6390620835417,1.7336516665683102,1.40839786867899,1.3668276968760207
79,12.3671215285838,12.44252401192329,12.743886097695,12.773087020905512,1.63883727522052,1.7332021487230183,1.40841936799237,1.3669655528672702
80,12.3656696932965,12.44265790959391,12.7442989693274,12.772827494056859,1.63862232854505,1.732754548478785,1.40844015263726,1.3671029436512863
81,12.3642316137848,12.442789684399381,12.7447079693444,12.772568717322606,1.63841681154795,1.7323088579024013,1.40846024637546,1.3672398708212896
82,12.3628074848144,12.442919347623363,12.7451131176317,12.772310688289966,1.63822031112904,1.7318650690914386,1.40847967217839,1.367376335964886
83,12.3613974799542,12.443046910500822,12.745514434617,12.772053404554391,1.63803243223584,1.7314231741741444,1.4084984522534,1.3675123406640863
84,12.3600017526991,12.443172384218208,12.745911941239,12.771796863719537,1.6378527970794,1.730983165309339,1.40851660806918,1.3676478864953263
85,12.3586204375407,12.443295779913635,12.746305658917,12.77154106339723,1.63768104438375,1.7305450346863147,1.4085341603804,1.3677829750294876
86,12.357253650989,12.443417108677075,12.7466956095221,12.771286001207443,1.63751682866767,1.7301087745247334,1.40855112925141,1.367917607831922
87,12.3559014925466,12.443536381550503,12.7470818153489,12.771031674778266,1.63735981955741,1.729674377074523,1.40856753407926,1.3680517864624648
88,12.3545640456385,12.443653609528125,12.747464299089,12.770778081745867,1.63720970112902,1.7292418346157774,1.40858339361592,1.3681855124754625
89,12.3532413784979,12.443768803556516,12.7478430838049,12.770525219754486,1.63706617127911,1.7288111394586545,1.4085987259897,1.3683187874197895
90,12.3519335450117,12.443881974534818,12.7482181929053,12.770273086456378,1.63692894112266,1.728382283943274,1.40861354872605,1.3684516128388677
91,12.3506405855253,12.443993133314915,12.7485896501214,12.770021679511798,1.636797734417,1.7279552604396176,1.4086278787676,1.3685839902706898
92,12.3493625276109,12.444102290701604,12.7489574794838,12.769770996588981,1.63667228701058,1.7275300613474278,1.40864173249355,1.3687159212478366
93,12.3480993867993,12.444209457452788,12.7493217053003,12.769521035364093,1.63655234631565,1.727106679096106,1.40865512573846,1.368847407297499
94,12.3468511672767,12.444314644279618,12.7496823521351,12.769271793521217,1.6364376708038,1.726685106144613,1.40866807381029,1.3689784499414954
95,12.3456178625495,12.44441786184672,12.7500394447885,12.769023268752322,1.63632802952328,1.7262653349813688,1.408680591508,1.3691090506962953
96,12.3443994560768,12.444519120772323,12.7503930082768,12.76877545875724,1.63622320163732,1.7258473581241534,1.40869269313845,1.3692392110730367
97,12.3431959218732,12.444618431628454,12.7507430678143,12.76852836124361,1.63612297598244,1.725431168120004,1.40870439253278,1.3693689325775453
98,12.3420072250829,12.444715804941119,12.7510896487951,12.76828197392689,1.63602715064597,1.725016757545119,1.40871570306222,1.3694982167103564
99,12.3408333225259,12.444811251190453,12.7514327767754,12.768036294530301,1.63593553256187,1.7246041190047559,1.40872663765342,1.3696270649667317
100,12.3396741632183,12.44490478081093,12.7517724774575,12.767791320784816,1.63584793712415,1.724193245133134,1.4087372088032,1.3697554788366824
101,12.3385296888676,12.444996404191496,12.7521087766739,12.767547050429114,1.63576418781706,1.7237841285933337,1.40874742859289,1.369883459804984
102,12.3373998343433,12.445086131675769,12.7524417003715,12.767303481209574,1.63568411586143,1.7233767620772,1.40875730870212,1.370011009351201
103,12.3362845281257,12.445173973562188,12.7527712745979,12.767060610880211,1.63560755987632,1.722971138305241,1.40876686042221,1.3701381289497
104,12.3351836927319,12.44525994010422,12.7530975254863,12.766818437202712,1.63553436555547,1.7225672500265334,1.40877609466903,1.3702648200696759
105,12.3340972451214,12.445344041510474,12.7534204792433,12.76657695794633,1.63546438535777,1.7221650900186196,1.40878502199558,1.3703910841751634
106,12.3330250970815,12.445426287944947,12.753740162135,12.766336170887937,1.63539747821128,1.721764651087416,1.40879365260397,1.3705169227250644
107,12.3319671555937,12.445506689527113,12.7540566004754,12.766096073811918,1.6353335092301,1.7213659260671088,1.40880199635713,1.370642337173158
108,12.3309233231823,12.445585256332151,12.7543698206143,12.7658566645102,1.63527234944363,1.7209689078200612,1.4088100627901,1.3707673289681268
109,12.3298934982448,12.445661998391088,12.7546798489261,12.76561794078221,1.6352138755376,1.7205735892367149,1.40881786112091,1.3708918995535717
110,12.3288775753664,12.445736925690973,12.7549867117989,12.765379900434848,1.63515796960642,1.7201799632354933,1.40882540026113,1.3710160503680324
111,12.3278754456188,12.445810048175037,12.7552904356244,12.765142541282446,1.63510451891629,1.7197880227627032,1.4088326888261,1.3711397828450043
112,12.326886996843,12.445881375742886,12.755591046788,12.764905861146762,1.63505341567877,1.7193977607924413,1.4088397351447,1.3712630984129595
113,12.3259121139185,12.44595091825062,12.7558885716592,12.764669857856937,1.63500455683407,1.7190091703264943,1.40884654726895,1.3713859984953618
114,12.3249506790187,12.446018685511046,12.7561830365827,12.764434529249488,1.63495784384396,1.7186222443942465,1.4088531329832,1.3715084845106897
115,12.3240025718525,12.446084687293823,12.7564744678698,12.764199873168256,1.63491318249362,1.718236976052581,1.40885949981299,1.3716305578724506
116,12.3230676698942,12.446148933325631,12.7567628917902,12.763965887464408,1.6348704827022,1.7178533583857876,1.40886565503372,1.3717522199892016
117,12.3221458486008,12.446211433290319,12.7570483345641,12.763732569996389,1.63482965834168,1.7174713845054619,1.40887160567891,1.3718734722645671
118,12.3212369816184,12.446272196829103,12.757330822355,12.763499918629897,1.63479062706356,1.7170910475504146,1.40887735854828,1.371994316097255
119,12.3203409409772,12.4463312335407,12.757610381262,12.763267931237879,1.63475331013323,1.7167123406865783,1.40888292021551,1.372114752881079
120,12.3194575972766,12.446388552981496,12.7578870373136,12.76303660570047,1.63471763227156,1.716335257106905,1.40888829703577,1.372234784004972
121,12.3185868198601,12.446444164665731,12.7581608164611,12.762805939905009,1.63468352150335,1.7159597900312809,1.40889349515294,1.3723544108530077
122,12.317728476981,12.446498078065629,12.7584317445721,12.762575931745975,1.63465090901249,1.715585932706425,1.40889852050671,1.372473634804415
123,12.3168824359587,12.446550302611573,12.758699847425,12.762346579124983,1.63461972900345,1.7152136784057987,1.40890337883929,1.3725924572335988
124,12.3160485633271,12.44660084769228,12.7589651507037,12.762117879950758,1.63458991856877,1.7148430204295129,1.40890807570204,1.3727108795101572
125,12.3152267249741,12.446649722654941,12.7592276799914,12.761889832139094,1.63456141756247,1.7144739521042303,1.40891261646178,1.3728289029988963
126,12.3144167862738,12.446696936805388,12.7594874607668,12.761662433612848,1.63453416847882,1.7141064667830759,1.40891700630693,1.3729465290598517
127,12.3136186122109,12.446742499408257,12.7597445183982,12.76143568230191,1.63450811633665,1.7137405578455427,1.40892125025344,1.373063759048304
128,12.3128320674986,12.44678641968715,12.7599988781399,12.761209576143168,1.6344832085685,1.713376218697398,1.40892535315056,1.3731805943147954
129,12.312057016689,12.446828706824784,12.7602505651273,12.76098411308049,1.6344593949148,1.7130134427705932,1.40892931968631,1.373297036205149
130,12.3112933242776,12.446869369963142,12.7604996043735,12.760759291064694,1.63443662732256,1.712652223523167,1.40893315439291,1.3734130860604843
131,12.3105408548018,12.446908418203668,12.7607460207649,12.760535108053544,1.63441485984863,1.7122925544391587,1.40893686165192,1.3735287452172364
132,12.3097994729328,12.446945860607372,12.7609898390577,12.760311562011694,1.63439404856703,1.7119344290285121,1.40894044569926,1.3736440150071714
133,12.3090690435632,12.44698170619503,12.761231083875,12.760088650910685,1.63437415148052,1.7115778408269855,1.40894391063006,1.373758896757403
134,12.3083494318877,12.447015963947312,12.7614697797031,12.759866372728911,1.63435512843589,1.7112227833960598,1.40894726040333,1.3738733917904127
135,12.3076405034805,12.447048642804965,12.7617059508888,12.759644725451608,1.6343369410431,1.710869250322849,1.40895049884647,1.3739875014240637
136,12.3069421243668,12.447079751668927,12.7619396216362,12.759423707070807,1.63431955259785,1.7105172352200047,1.40895362965969,1.3741012269716175
137,12.3062541610896,12.447109299400529,12.7621708160045,12.759203315585328,1.6343029280076,1.7101667317256302,1.40895665642018,1.3742145697417536
138,12.3055764807735,12.447137294821612,12.7623995579055,12.758983549000744,1.63428703372087,1.7098177335031883,1.40895958258627,1.3743275310385838
139,12.3049089511827,12.4471637467147,12.762625871101,12.758764405329377,1.63427183765954,1.7094702342414094,1.4089624115013,1.37444011216167
140,12.304251440776,12.447188663823159,12.7628497792007,12.758545882590246,1.63425730915421,1.7091242276542045,1.40896514639751,1.3745523144060403
141,12.3036038187586,12.44721205485132,12.7630713056605,12.75832797880907,1.63424341888235,1.7087797074805717,1.4089677903997,1.3746641390622052
142,12.3029659551286,12.447233928464668,12.7632904737803,12.758110692018224,1.63423013880918,1.7084366674845102,1.40897034652881,1.3747755874161753
143,12.3023377207224,12.44725429328996,12.7635073067025,12.757894020256725,1.63421744213115,1.7080951014549277,1.40897281770536,1.3748866607494763
144,12.3017189872548,12.447273157915408,12.7637218274105,12.757677961570202,1.63420530322185,1.7077550032055537,1.40897520675282,1.3749973603391672
145,12.3011096273576,12.447290530890797,12.7639340587269,12.757462514010882,1.63419369758037,1.7074163665748496,1.4089775164008,1.3751076874578532
146,12.3005095146144,12.447306420727674,12.7641440233123,12.757247675637572,1.63418260178186,1.7070791854259204,1.40897974928818,1.375217643373707
147,12.299918523593,12.447320835899458,12.7643517436645,12.757033444515601,1.6341719934303,1.7067434536464254,1.40898190796615,1.3753272293504801
148,12.2993365298756,12.447333784841614,12.7645572421166,12.75681981871684,1.63416185111331,1.70640916514849,1.40898399490109,1.375436446647521
149,12.2987634100853,12.447345275951799,12.764760540837,12.756606796319662,1.634152154359,1.7060763138686204,1.40898601247741,1.3755452965197925
150,12.2981990419118,12.447355317590002,12.7649616618275,12.756394375408899,1.6341428835946,1.7057448937676112,1.40898796300028,1.3756537802178843
151,12.297643304134,12.447363918078699,12.7651606269233,12.756182554075856,1.63413402010707,1.705414898830462,1.40898984869823,1.375761898988032
152,12.2970960766401,12.447371085702994,12.7653574577918,12.755971330418257,1.63412554600528,1.7050863230662885,1.40899167172575,1.3758696540721325
153,12.2965572404471,12.447376828710777,12.7655521759325,12.75576070254024,1.63411744418393,1.704759160508235,1.4089934341657,1.3759770467077574
154,12.2960266777167,12.447381155312863,12.7657448026758,12.75555066855233,1.63410969828907,1.7044334052133883,1.40899513803171,1.376084078128172
155,12.2955042717711,12.447384073683132,12.7659353591833,12.755341226571412,1.63410229268509,1.7041090512626913,1.40899678527052,1.3761907495623489
156,12.2949899071054,12.447385591958685,12.7661238664469,12.755132374720711,1.63409521242315,1.703786092760856,1.40899837776412,1.376297062234983
157,12.2944834693999,12.447385718239987,12.7663103452891,12.754924111129776,1.63408844321107,1.7034645238362782,1.40899991733197,1.3764030173665096
158,12.2939848455301,12.447384460591014,12.766494816362,12.754716433934451,1.63408197138443,1.7031443386409508,1.40900140573308,1.3765086161731181
159,12.2934939235752,12.44738182703937,12.7666773001481,12.75450934127684,1.63407578387907,1.7028255313503782,1.40900284466796,1.3766138598667668
160,12.2930105928255,12.447377825576485,12.7668578169595,12.75430283130532,1.63406986820465,1.7025080961634922,1.40900423578062,1.3767187496552005
161,12.2925347437888,12.447372464157706,12.7670363869382,12.75409690217448,1.63406421241953,1.702192027302565,1.40900558066043,1.376823286741962
162,12.2920662681948,12.447365750702467,12.7672130300565,12.753891552045129,1.6340588051066,1.7018773190131258,1.40900688084395,1.3769274723264133
163,12.2916050589989,12.447357693094423,12.7673877661164,12.753686779084251,1.63405363535028,1.7015639655638752,1.40900813781663,1.3770313076037441
164,12.2911510103852,12.447348299181591,12.7675606147504,12.753482581464999,1.63404869271449,1.7012519612466006,1.40900935301459,1.3771347937649916
165,12.2907040177676,12.447337576776501,12.7677315954216,12.753278957366671,1.63404396722159,1.7009413003760938,1.40901052782621,1.3772379319970538
166,12.2902639777908,12.447325533656326,12.7679007274239,12.753075904974688,1.63403944933223,1.7006319772900649,1.40901166359371,1.377340723482705
167,12.2898307883301,12.447312177563017,12.7680680298822,12.752873422480548,1.63403512992611,1.7003239863490578,1.40901276161472,1.3774431694006088
168,12.2894043484898,12.447297516203463,12.7682335217533,12.75267150808185,1.63403100028358,1.7000173219363703,1.40901382314372,1.3775452709253369
169,12.2889845586021,12.447281557249614,12.7683972218257,12.752470159982245,1.63402705206803,1.6997119784579682,1.40901484939353,1.3776470292273797
170,12.2885713202237,12.447264308338628,12.7685591487207,12.752269376391403,1.63402327730906,1.6994079503424016,1.40901584153664,1.3777484454731646
171,12.288164536133,12.447245777072999,12.7687193208923,12.752069155525025,1.63401966838643,1.6991052320407234,1.40901680070656,1.3778495208250667
172,12.2877641103257,12.447225971020714,12.7688777566282,12.751869495604797,1.63401621801462,1.6988038180264085,1.40901772799916,1.3779502564414294
173,12.2873699480107,12.447204897715368,12.7690344740503,12.751670394858376,1.63401291922819,1.6985037027952676,1.40901862447385,1.378050653476573
174,12.2869819556042,12.447182564656323,12.7691894911152,12.751471851519371,1.63400976536767,1.6982048808653674,1.40901949115487,1.3781507130808115
175,12.2866000407246,12.447158979308817,12.7693428256151,12.751273863827308,1.63400675006617,1.6979073467769477,1.40902032903239,1.3782504364004673
176,12.2862241121861,12.447134149104137,12.7694944951782,12.751076430027641,1.63400386723647,1.6976110950923413,1.40902113906369,1.3783498245778874
177,12.2858540799916,12.447108081439726,12.7696445172697,12.750879548371696,1.63400111105877,1.6973161203958922,1.40902192217421,1.378448878751454
178,12.2854898553262,12.447080783679322,12.7697929091922,12.750683217116666,1.63399847596896,1.6970224172938706,1.40902267925866,1.3785476000556014
179,12.2851313505491,12.447052263153108,12.7699396880869,12.7504874345256,1.63399595664734,1.6967299804143998,1.409023411182,1.3786459896208296
180,12.2847784791858,12.447022527157824,12.7700848709341,12.750292198867365,1.63399354800792,1.6964388044073677,1.40902411878045,1.3787440485737186
181,12.2844311559203,12.446991582956926,12.7702284745543,12.750097508416633,1.63399124518814,1.6961488839443508,1.40902480286243,1.3788417780369417
182,12.2840892965858,12.446959437780702,12.7703705156087,12.749903361453864,1.63398904353906,1.695860213718532,1.4090254642095,1.3789391791292818
183,12.2837528181561,12.446926098826406,12.7705110106003,12.749709756265275,1.63398693861597,1.6955727884446214,1.40902610357725,1.3790362529656421
184,12.2834216387367,12.446891573258398,12.7706499758747,12.749516691142837,1.63398492616944,1.695286602858777,1.40902672169613,1.3791330006570632
185,12.2830956775548,12.446855868208269,12.7707874276211,12.749324164384234,1.6339830021367,1.6950016517185238,1.40902731927234,1.3792294233107356
186,12.2827748549503,12.446818990774984,12.7709233818733,12.749132174292859,1.63398116263347,1.6947179298026755,1.40902789698861,1.3793255220300131
187,12.2824590923652,12.446780948025001,12.7710578545103,12.748940719177792,1.63397940394613,1.694435431911256,1.40902845550496,1.3794212979144287
188,12.2821483123345,12.446741746992398,12.7711908612577,12.74874979735377,1.63397772252419,1.694154152865418,1.40902899545951,1.3795167520597047
189,12.2818424384749,12.446701394679025,12.7713224176882,12.748559407141173,1.63397611497315,1.693874087507367,1.40902951746912,1.3796118855577704
190,12.2815413954753,12.446659898054612,12.771452539223,12.748369546866012,1.63397457804762,1.6935952307002826,1.4090300221302,1.3797066994967733
191,12.2812451090858,12.446617264056911,12.7715812411327,12.7481802148599,1.6339731086448,1.693317577328238,1.40903051001931,1.379801194961093
192,12.2809535061073,12.44657349959182,12.7717085385382,12.747991409460028,1.63397170379821,1.6930411222961266,1.40903098169385,1.3798953730313568
193,12.2806665143804,12.446528611533509,12.7718344464116,12.747803129009156,1.63397036067169,1.6927658605295786,1.40903143769271,1.3799892347844493
194,12.2803840627752,12.446482606724551,12.7719589795777,12.747615371855595,1.63396907655367,1.6924917869748883,1.40903187853684,1.3800827812935295
195,12.2801060811796,12.446435491976064,12.7720821527146,12.747428136353177,1.6339678488517,1.6922188965989344,1.40903230472992,1.3801760136280423
196,12.2798325004889,12.446387274067803,12.7722039803548,12.747241420861233,1.63396667508726,1.6919471843891036,1.40903271675885,1.3802689328537325
197,12.2795632525946,12.446337959748334,12.7723244768864,12.7470552237446,1.63396555289067,1.6916766453532155,1.40903311509437,1.3803615400326583
198,12.2792982703732,12.446287555735104,12.7724436565543,12.746869543373563,1.63396447999639,1.6914072745194413,1.40903350019158,1.3804538362232033
199,12.2790374876749,12.446236068714622,12.7725615334607,12.746684378123872,1.63396345423839,1.6911390669362336,1.40903387249043,1.3805458224800913
200,12.2787808393131,12.44618350534255,12.772678121567,12.74649972637669,1.63396247354583,1.6908720176722452,1.40903423241626,1.3806374998543978
201,12.2785282610525,12.446129872243844,12.7727934346941,12.746315586518614,1.63396153593881,1.690606121816258,1.4090345803803,1.3807288693935655
202,12.2782796895982,12.446075176012863,12.7729074865239,12.74613195694161,1.63396063952443,1.6903413744771019,1.40903491678007,1.380819932141414
203,12.2780350625849,12.446019423213517,12.7730202906003,12.74594883604303,1.63395978249297,1.690077770783585,1.40903524199991,1.3809106891381568
